,id,animal,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0,0,Peromyscus_polionotus,0.04499237417386884,0.08922216573462124,0.0170310116929334,0.017793594306049824,0.0340620233858668,0.06481952211489578,0.029740721911540417,0.021098118962887647,0.019827147941026944,0.04677173360447382,0.00838840874428063,0.0498220640569395,0.026436197254702594,0.042704626334519574,0.0460091509913574,0.026182003050330454,0.010167768174885612,0.015505846466700559,0.030757498729028977,0.01601423487544484,0.019572953736654804,0.02414844941535333,0.03711235383833249,0.019572953736654804,0.021860701576004067,0.0038129130655821047,0.014997458057956279,0.0005083884087442806,0.03253685815963396,0.0038129130655821047,0.006354855109303508,0.022114895780376207,0.014489069649211999,0.0005083884087442806,0.0020335536349771225,0.010421962379257754,0.00864260294865277,0.007625826131164209,0.0017793594306049821,0.00788002033553635,0.010421962379257754,0.042196237925775294,0.014743263853584139,0.0002541942043721403,0.002541942043721403,0.0002541942043721403,0.005338078291814947,0.003050330452465684,0.0012709710218607015,0.0027961362480935434
1,1,Peromyscus_polionotus,0.038860103626943004,0.06088082901554404,0.02694300518134715,0.021761658031088083,0.05544041450777202,0.05466321243523316,0.04533678756476684,0.019430051813471502,0.014507772020725389,0.02538860103626943,0.00932642487046632,0.02098445595854922,0.02616580310880829,0.029015544041450778,0.06917098445595855,0.02072538860103627,0.022020725388601035,0.028238341968911916,0.04067357512953368,0.010880829015544042,0.007512953367875648,0.03290155440414508,0.022020725388601035,0.03367875647668394,0.00854922279792746,0.004404145077720207,0.010362694300518135,0.004404145077720207,0.03808290155440414,0.003367875647668394,0.00466321243523316,0.022538860103626945,0.019689119170984457,0.0018134715025906736,0.003367875647668394,0.009067357512953367,0.014766839378238342,0.011139896373056995,0.003367875647668394,0.006476683937823834,0.011139896373056995,0.04481865284974093,0.007512953367875648,0.0007772020725388601,0.0010362694300518134,0.002072538860103627,0.005699481865284974,0.005699481865284974,0.006735751295336788,0.011917098445595855
2,2,Peromyscus_polionotus,0.04565456545654566,0.04922992299229923,0.026127612761276127,0.02392739273927393,0.03905390539053905,0.04097909790979098,0.032453245324532455,0.030803080308030802,0.022552255225522552,0.03437843784378438,0.020077007700770078,0.018151815181518153,0.032453245324532455,0.02585258525852585,0.0517051705170517,0.01595159515951595,0.0035753575357535755,0.01155115511551155,0.028052805280528052,0.013476347634763476,0.0063256325632563256,0.0187018701870187,0.007700770077007701,0.03437843784378438,0.01155115511551155,0.007975797579757976,0.012376237623762377,0.0013751375137513752,0.02392739273927393,0.0027502750275027505,0.0049504950495049506,0.04152915291529153,0.019526952695269526,0.0008250825082508251,0.010726072607260726,0.02145214521452145,0.04097909790979098,0.02695269526952695,0.0013751375137513752,0.0035753575357535755,0.0374037403740374,0.015126512651265127,0.008525852585258526,0.0,0.004125412541254125,0.02392739273927393,0.0121012101210121,0.0176017601760176,0.00935093509350935,0.006875687568756876
3,3,Peromyscus_polionotus,0.026061776061776062,0.06298262548262548,0.012548262548262547,0.013754826254826255,0.0402992277992278,0.05815637065637066,0.04005791505791506,0.052123552123552123,0.02195945945945946,0.03981660231660231,0.015926640926640926,0.03909266409266409,0.026061776061776062,0.048503861003861004,0.032577220077220075,0.04319498069498069,0.0009652509652509653,0.00361969111969112,0.02775096525096525,0.012065637065637066,0.03692084942084942,0.022442084942084942,0.016891891891891893,0.01447876447876448,0.018822393822393823,0.004102316602316602,0.008204633204633204,0.0012065637065637065,0.03161196911196911,0.004102316602316602,0.010376447876447877,0.026061776061776062,0.021235521235521235,0.0007239382239382239,0.0028957528957528956,0.017374517374517374,0.019787644787644786,0.017133204633204634,0.0014478764478764478,0.0074806949806949805,0.017374517374517374,0.03933397683397683,0.006756756756756757,0.00024131274131274132,0.006274131274131274,0.005791505791505791,0.006998069498069498,0.004826254826254826,0.006756756756756757,0.004826254826254826
4,4,Peromyscus_polionotus,0.03122730573710966,0.04502541757443718,0.010893246187363835,0.011377390462357783,0.04696199467441298,0.05688695231178891,0.040183974824497704,0.030016945049624787,0.029048656499636893,0.020818203824739773,0.00823045267489712,0.05470830307431614,0.019849915274751877,0.03292181069958848,0.04696199467441298,0.04091019123698862,0.013071895424836602,0.01186153473735173,0.03122730573710966,0.015008472524812393,0.0542241587993222,0.028080367949648997,0.019365770999757927,0.02299685306221254,0.019849915274751877,0.010167029774872912,0.00532558702493343,0.0007262164124909223,0.04502541757443718,0.023238925199709513,0.012587751149842653,0.02202856451222464,0.025659646574679253,0.002662793512466715,0.006293875574921327,0.0031469377874606633,0.010409101912369887,0.005567659162430404,0.0007262164124909223,0.0007262164124909223,0.009198741224885015,0.04744613894940692,0.006778019849915275,0.0,0.0016945049624788188,0.0014524328249818446,0.0036310820624546117,0.006293875574921327,0.005083514887436456,0.002420721374969741
5,5,Peromyscus_polionotus,0.021975246274311695,0.04091942409699419,0.007577671129072998,0.011619095731245263,0.03334175296792119,0.060621369032583985,0.025006314725940892,0.03586764334427886,0.02980550644102046,0.009345794392523364,0.013134629957059864,0.03157362970447083,0.02955291740338469,0.019701944935589796,0.07476635514018691,0.02753220510229856,0.01566052033341753,0.011366506693609498,0.05203334175296792,0.01717605455923213,0.037383177570093455,0.03940388987117959,0.023238191462490527,0.03308916393028542,0.03132104066683506,0.0035362465269007325,0.0022733013387218996,0.004041424602172266,0.05102298560242485,0.0055569588279868656,0.010103561505430665,0.02904773932811316,0.02147006819904016,0.002525890376357666,0.0017681232634503663,0.009850972467794898,0.01262945188178833,0.009093205354887599,0.002020712301086133,0.003788835564536499,0.015155342258145996,0.04622379388734529,0.006567314978529932,0.0,0.003283657489264966,0.004041424602172266,0.005051780752715332,0.007072493053801465,0.007830260166708765,0.0030310684516291994
6,6,Peromyscus_polionotus,0.04440541896638234,0.05393878575012544,0.028600100351229302,0.023582538886101356,0.04164576016056196,0.04565980933266432,0.03261414952333166,0.02333166081284496,0.02784746613146011,0.022328148519819367,0.016808830908178626,0.021826392373306573,0.037380832915203215,0.019819367787255394,0.08003010536879077,0.017561465127947817,0.013296537882589061,0.019066733567486203,0.0383843452082288,0.014300050175614651,0.015052684395383844,0.026342197691921726,0.020572002007024585,0.050677370797792276,0.0288509784244857,0.008780732563973909,0.011038635223281485,0.0030105368790767687,0.02809834420471651,0.009533366783743101,0.004766683391871551,0.030105368790767688,0.013798294029101857,0.004264927245358756,0.004515805318615153,0.011791269443050678,0.014550928248871048,0.006522829904666332,0.0052684395383843455,0.005017561465127948,0.012042147516307075,0.014550928248871048,0.013547415955845458,0.0,0.003763171098845961,0.004264927245358756,0.008529854490717512,0.009031610637230306,0.0055193176116407425,0.003763171098845961
7,7,Peromyscus_polionotus,0.03385354141656663,0.04561824729891957,0.01368547418967587,0.013925570228091237,0.03937575030012005,0.0645858343337335,0.043937575030012006,0.037935174069627854,0.018487394957983194,0.02376950780312125,0.011524609843937574,0.03625450180072029,0.029531812725090038,0.042737094837935176,0.048499399759903965,0.02376950780312125,0.00744297719087635,0.011524609843937574,0.05354141656662665,0.022088835534213685,0.02929171668667467,0.02857142857142857,0.023289315726290515,0.021608643457382955,0.04225690276110444,0.010324129651860744,0.006002400960384154,0.0016806722689075631,0.044897959183673466,0.00624249699879952,0.010324129651860744,0.019447779111644657,0.023529411764705882,0.0012004801920768306,0.00312124849939976,0.010324129651860744,0.004561824729891957,0.00936374549819928,0.0024009603841536613,0.0024009603841536613,0.011524609843937574,0.03409363745498199,0.01128451380552221,0.0004801920768307323,0.0038415366146458585,0.0004801920768307323,0.004561824729891957,0.0033613445378151263,0.005522208883553421,0.0019207683073229293
8,8,Peromyscus_polionotus,0.06446921958313136,0.05937954435288415,0.025448376151236064,0.02447891420261755,0.05428986912263694,0.05913717886572952,0.03732428502181289,0.031265147842947164,0.03756665050896752,0.021570528356761997,0.026417838099854582,0.023994183228308288,0.02956858943286476,0.018177411536597188,0.06156083373727581,0.03780901599612215,0.025448376151236064,0.033931168201648085,0.023994183228308288,0.018419777023751818,0.02108579738245274,0.028599127484246242,0.024236548715462918,0.02714493456131847,0.013330101793504604,0.007270964614638876,0.01187590887057683,0.0012118274357731458,0.019873969946679594,0.007998061076102764,0.0058167716917111,0.010906446921958314,0.015753756665050897,0.0021812893843916625,0.006301502666020358,0.0058167716917111,0.004847309743092583,0.007998061076102764,0.005332040717401842,0.0021812893843916625,0.013087736306349976,0.018419777023751818,0.007998061076102764,0.0002423654871546292,0.003150751333010179,0.001454192922927775,0.004120213281628696,0.0024236548715462916,0.004847309743092583,0.0002423654871546292
9,9,Peromyscus_polionotus,0.052928416485900215,0.07917570498915401,0.030585683297180043,0.018004338394793925,0.04013015184381779,0.0420824295010846,0.040780911062906725,0.016268980477223426,0.08546637744034707,0.03275488069414317,0.0175704989154013,0.026030368763557483,0.03297180043383948,0.02472885032537961,0.020173535791757048,0.0227765726681128,0.014099783080260303,0.013015184381778741,0.031453362255965296,0.020824295010845987,0.028850325379609545,0.03015184381778742,0.047071583514099784,0.010195227765726681,0.020824295010845987,0.01193058568329718,0.0078091106290672455,0.0019522776572668114,0.004989154013015184,0.01843817787418655,0.009327548806941432,0.02668112798264642,0.007592190889370932,0.0034707158351409977,0.005206073752711497,0.006941431670281995,0.009544468546637744,0.006724511930585683,0.00368763557483731,0.011496746203904555,0.014099783080260303,0.01193058568329718,0.009327548806941432,0.0,0.003036876355748373,0.0017353579175704988,0.00455531453362256,0.007592190889370932,0.00824295010845987,0.004772234273318872
